Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Endereco entrega;Bairro;CEP;Expedidor;Recebedor;Data frete;Prazo entrega;Tipo;Documento;Chave CT-e;Nº CT-e;Série;Emissão CT-e;Emissão NFS-e;NF;Qtd NF;Nº Pedidos;Nº Cotacao;Nº Coleta;CT-e 3º;Transportadora;AWB;Cia Aérea;Volumes;Kg Taxado;Kg Real;M3;Valor NF;Valor Frete;Valor Total do Serviço;Valor/Kg;% Frete/NF;Base Cálculo;% ICMS;Valor ICMS;% ICMS Antecipado;Valor ICMS Antecipado;Tabela de Preço;Classificação;Centro de Custo;Usuário
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRISIA ;DAXIA DOCE AROMA INDUSTRIA E COMERCIO LTDA.;Osasco;SP;FRISIA ;Ponta Grossa;PR;AV SENADOR FLAVIO CARVALHO GUIMARAES, 8707;BOA VISTA;"=""84072190""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:25;05/11/2025 23:59;Frete normal;83677/262496;"=""35251160960473000243570030000836771288848520""";"=""83677""";"=""3""";03/11/2025;;"=""5199""";"=""1""";"=""453744""";;;;;;;48;1.214,40;1.214,40;2,06;5.280,00;867,34;867,34;0,71;16,43;867,34;12,00;104,08;0,00;0,00;FRISIA - Ponta Grossa - PR;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;JAGUAR MATERIAIS ELETRICOS LTDA;WALSYWA INDUSTRIA E COMERCIO DE PRODUTOS METALURGICOS LTDA;Osasco;SP;JAGUAR MATERIAIS ELETRICOS LTDA;Recife;PE;MASCARENHAS DE MORAES, 2712;IMBIRIBEIRA;"=""51180001""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:28;12/11/2025 23:59;Frete normal;83724/262497;"=""35251160960473000243570030000837241196269762""";"=""83724""";"=""3""";03/11/2025;;"=""165780""";"=""1""";;"=""82211""";;;;;;32;392,20;392,20;0,23;8.022,97;623,39;623,39;1,59;7,77;623,39;7,00;43,64;0,00;0,00;PADRÃO (TIME REC);FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BR BRASIL ;JD ROYALE INDUSTRIA E COMERCIO LTDA;Osasco;SP;BR BRASIL ;Curitiba;PR;RUA JOAO FERREIRA SOBRINHO, 184;CIDADE INDUSTRIAL;"=""81460085""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:33;05/11/2025 23:59;Frete normal;83678/262498;"=""35251160960473000243570030000836781934846677""";"=""83678""";"=""3""";03/11/2025;;"=""79438""";"=""1""";;;;;;;;4;200,00;200,00;0,24;16.261,36;223,09;223,09;1,12;1,37;223,09;12,00;26,77;0,00;0,00;BR BRASIL;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TILIFORM INDUSTRIA GRAFICA LTDA;AVERY DENNISON DO BRASIL LTDA;Osasco;SP;TILIFORM INDUSTRIA GRAFICA LTDA;Bauru;SP;AV RODRIGUES ALVES, 3634;VILA CORALINA;"=""17030000""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:35;05/11/2025 23:59;Frete normal;83679/262499;"=""35251160960473000243570030000836791992418337""";"=""83679""";"=""3""";03/11/2025;;"=""844909""";"=""1""";;;;;;;;5;823,50;774,00;2,74;27.193,74;520,88;520,88;0,63;1,92;520,88;12,00;62,51;0,00;0,00;TILIFORM - ESPECIAL FORNECEDORES;DEDICADO/FRACIONADO - PTL ;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;NEANDER COSMETICOS;BARENTZ BRASIL DISTRIBUIDORA LTDA;Osasco;SP;NEANDER COSMETICOS;Agudos;SP;R Pastor Sebastiao A, De Oliveira, D-71;Distrito Industrial Hatsuta;"=""17123221""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:36;05/11/2025 23:59;Frete normal;83680/262500;"=""35251160960473000243570030000836801000140730""";"=""83680""";"=""3""";03/11/2025;;"=""6277""";"=""1""";;;;;;;;2;504,00;504,00;0,65;6.750,61;400,13;400,13;0,79;5,93;400,13;12,00;48,02;0,00;0,00;NEANDER COSMETICOS;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CORBION ARAUCARIA;CARGILL AGRICOLA S A;Ponta Grossa;PR;CORBION ARAUCARIA;Araucária;PR;Avenida das Araucárias, 4826;Industrial;"=""83707754""";;;03/11/2025 11:40;03/11/2025 23:59;Frete normal;57400/262501;"=""41251160960473000596570030000574001246827750""";"=""57400""";"=""3""";03/11/2025;;"=""11251""";"=""1""";"=""4500335842""";;"=""69372""";;;;;1040;26.977,60;26.977,60;0,00;446.911,22;3.570,91;3.570,91;0,13;0,80;3.570,91;0,00;0,00;0,00;0,00;CORBION - CARRETA TRUCADA;FECHADO - FTL;;Ana Izidoro - SAC (CAS)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;NEW BORA COM. PECAS P/MOT.DIESEL EIRELI EPP;Osasco;SP;SISTEL COMERCIO E SERVICOS ELETROELETRONICOS LTDA;Bauru;SP;RUA JOAQUIM MARQUES DE FIGUEIREDO 7-37, .;DISTRITO INDUSTRIAL;"=""17034290""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 11:51;05/11/2025 23:59;Frete normal;83777/262502;"=""35251160960473000243570030000837771383846720""";"=""83777""";"=""3""";03/11/2025;;"=""59313""";"=""1""";;;;;;;;4;39,10;30,00;0,13;5.751,00;115,72;115,72;2,96;2,01;115,72;12,00;13,89;0,00;0,00;SISTEL;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0066-64;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO PAULO | 0066-64;São Paulo;SP;AVENIDA PROFESSOR FRANCISCO MORATO, 3199;VILA SONIA;"=""05521000""";;;03/11/2025 12:17;04/11/2025 23:59;Frete normal;"=""262503""";;;;;;"=""5619""";"=""1""";;;"=""70766""";;;;;9;179,54;97,43;0,72;1.586,06;1.233,44;1.233,44;6,87;77,77;1.233,44;12,00;148,01;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0004-61;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO PAULO | 0004-61;São Paulo;SP;Alameda Glete, 771;Campos Eliseos;"=""01215001""";;;03/11/2025 12:19;04/11/2025 23:59;Frete normal;83695/262504;"=""35251160960473000243570030000836951484605209""";"=""83695""";"=""3""";03/11/2025;;"=""5633""";"=""1""";;;"=""70766""";;;;;5;232,50;232,50;0,66;17.384,16;205,41;205,41;0,88;1,18;205,41;12,00;24,65;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0023-24;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO PAULO | 0023-24;São Paulo;SP;Alameda Glete, 908;Campos Eliseos;"=""01215001""";;;03/11/2025 12:24;04/11/2025 23:59;Frete normal;83696/262505;"=""35251160960473000243570030000836961725936167""";"=""83696""";"=""3""";03/11/2025;;5613, 5674;"=""2""";;;"=""70766""";;;;;81;538,43;538,43;0,71;17.419,33;475,68;475,68;0,88;2,73;475,68;12,00;57,08;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0059-35;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO PAULO | 0059-35;São Paulo;SP;RUA QUIRINO DOS SANTOS, 167;VARZEA DA BARRA FUNDA;"=""01141020""";;;03/11/2025 12:25;04/11/2025 23:59;Frete normal;83698/262506;"=""35251160960473000243570030000836981463159007""";"=""83698""";"=""3""";03/11/2025;;"=""5628""";"=""1""";;;"=""70766""";;;;;5;137,84;44,94;0,55;1.150,79;121,78;121,78;0,88;10,58;121,78;12,00;14,61;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO PAULO | 0034-87;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO PAULO | 0034-87;São Paulo;SP;Avenida Airton Pretini, 321;Jardim America da Penha;"=""03090000""";;;03/11/2025 12:26;04/11/2025 23:59;Frete normal;83697/262507;"=""35251160960473000243570030000836971260894627""";"=""83697""";"=""3""";03/11/2025;;"=""5626""";"=""1""";;;"=""70766""";;;;;23;197,90;197,90;0,26;6.288,62;174,83;174,83;0,88;2,78;174,83;12,00;20,98;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0050-05;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | OSASCO | 0050-05;Osasco;SP;AVENIDA DOS AUTONOMISTAS, 6230;KM 18;"=""06194060""";;;03/11/2025 12:27;04/11/2025 23:59;Frete normal;"=""262508""";;;;;;5563, 5683;"=""2""";;;"=""70766""";;;;;36;273,67;273,67;0,39;7.720,57;1.240,77;1.240,77;4,53;16,07;1.240,77;12,00;148,89;0,00;0,00;FRIGELAR - TRANSF ENTRE UNID VUC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | GUARULHOS | 0046-10;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | GUARULHOS | 0046-10;Guarulhos;SP;Avenida Monteiro Lobato, 393;Macedo;"=""07112000""";;;03/11/2025 12:29;04/11/2025 23:59;Frete normal;"=""262509""";;;;;;"=""5655""";"=""1""";;;"=""70766""";;;;;9;518,21;518,21;1,20;38.996,00;2.360,69;2.360,69;4,56;6,05;2.360,69;12,00;283,28;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -GRU/SJC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO JOSÉ | 0044-59;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO JOSÉ | 0044-59;São José dos Campos;SP;Rua Dinamarca, 225;Vila Nair;"=""12231200""";;;03/11/2025 12:33;04/11/2025 23:59;Frete normal;"=""262510""";;;;;;5561, 5634;"=""2""";;;"=""70766""";;;;;5;224,50;224,50;0,53;16.767,20;2.359,80;2.359,80;10,51;14,07;2.359,80;12,00;283,18;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -GRU/SJC;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TINTAS IQUINE LTDA;NIVELARTEC;Américo Brasiliense;SP;TINTAS IQUINE LTDA;Jaboatão dos Guararapes;PE;RUA REPUBLICA ESLOVACA, 325;PRAZERES;"=""54335045""";;;03/11/2025 12:34;03/11/2025 23:59;Frete normal;31278/262511;"=""35251160960473000758570030000312781114182471""";"=""31278""";"=""3""";03/11/2025;;"=""8766""";"=""1""";;"=""81324""";"=""70944""";;;;;7;2.070,70;907,00;6,90;16.400,00;3.996,00;3.996,00;1,93;24,37;3.996,00;7,00;279,72;0,00;0,00;PADRÃO;FRACIONADO - LTL;;Pedro Rosini - Operação (CPQ)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR  | SANTOS | 0056-92;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR  | SANTOS | 0056-92;Santos;SP;AVENIDA WASHINGTON LUIS, 01;VILA MATHIAS;"=""11050201""";;;03/11/2025 12:35;04/11/2025 23:59;Frete normal;83772/262512;"=""35251160960473000243570030000837721851683950""";"=""83772""";"=""3""";03/11/2025;;5543, 5694;"=""2""";;;"=""70766""";;;;;24;842,68;842,68;0,00;58.502,22;872,99;872,99;1,04;1,49;872,99;12,00;104,76;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -SBC/SAN;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO BERNARDO | 0060-79;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO BERNARDO | 0060-79;São Bernardo do Campo;SP;RUA MARECHAL DEODORO, 2406;CENTRO;"=""09710202""";;;03/11/2025 12:36;04/11/2025 23:59;Frete normal;83773/262513;"=""35251160960473000243570030000837731224166750""";"=""83773""";"=""3""";03/11/2025;;5608, 5618, 5641, 5712, 5719;"=""5""";;;"=""70766""";;;;;49;767,55;767,55;0,00;35.885,79;795,15;795,15;1,04;2,22;795,15;12,00;95,42;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -SBC/SAN;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | PIRACICABA;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | PIRACICABA;Piracicaba;SP;Avenida Doutor Paulo de Moraes, 1111;Paulista;"=""13400853""";;;03/11/2025 12:38;04/11/2025 23:59;Frete normal;"=""262514""";;;;;;"=""5632""";"=""1""";;;"=""70766""";;;;;7;338,95;338,95;1,14;25.425,69;2.748,05;2.748,05;8,11;10,81;2.748,05;12,00;329,77;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -OUTRAS ROTAS;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR CAMPINAS | 0042-97;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR CAMPINAS | 0042-97;Campinas;SP;RUA ROMUALDO ANDREAZZI, 492;JARDIM DO TREVO;"=""13041030""";;;03/11/2025 12:39;04/11/2025 23:59;Frete normal;"=""262515""";;;;;;5607, 5630, 5646;"=""3""";;;"=""70766""";;;;;35;591,68;591,68;0,00;37.691,11;2.764,00;2.764,00;4,67;7,33;2.764,00;12,00;331,68;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -OUTRAS ROTAS;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | SÃO JOSÉ | 0084-46;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | SÃO JOSÉ | 0084-46;São José do Rio Preto;SP;AVENIDA NOSSA SENHORA DA PAZ, 355;JARDIM ALTO ALEGRE;"=""15054400""";;;03/11/2025 12:41;04/11/2025 23:59;Frete normal;"=""262516""";;;;;;5606, 5614, 5621, 5648;"=""4""";;;"=""70766""";;;;;26;222,04;222,04;0,00;14.348,65;5.792,65;5.792,65;26,09;40,37;5.792,65;12,00;695,12;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -OUTRAS ROTAS;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | RIBEIRÃO | 0007-04;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | RIBEIRÃO | 0007-04;Ribeirão Preto;SP;Rua Visconde do Rio Branco, 1151;Centro;"=""14015000""";;;03/11/2025 12:43;04/11/2025 23:59;Frete normal;"=""262517""";;;;;;5623, 5643, 5679, 5707;"=""4""";;;"=""70766""";;;;;30;1.061,32;1.061,32;0,00;73.138,86;5.869,08;5.869,08;5,53;8,02;5.869,08;12,00;704,29;0,00;0,00;FRIGELAR - CONSOLIDADA 3/4 -OUTRAS ROTAS;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR RECIFE 0006-23;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR RECIFE 0006-23;Recife;PE;Rua Sargento Silvio Delmar Hollembach, S/N;Imbiribeira;"=""51150290""";;;03/11/2025 13:03;18/11/2025 23:59;Frete normal;83685/262518;"=""35251160960473000243570030000836851455178199""";"=""83685""";"=""3""";03/11/2025;;5616, 5622, 5653, 5658, 5678, 5710, 5711, 5714;"=""8""";;;"=""70766""";;;;;102;4.067,57;1.177,35;16,27;80.990,76;5.025,37;5.025,37;1,24;6,20;5.025,37;7,00;351,78;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;NAIZA CHAVES SOUSA;Sorocaba;SP;RUA PROFESSOR WALTER CARRETERO, N°358;CONJ HABL JÚLIO DE MESQUITA FILHO;"=""18053120""";;;03/11/2025 13:14;06/11/2025 23:59;Frete de reentrega;1305/262519;"=""35251160960473000243570040000013051393819952""";"=""1305""";"=""4""";03/11/2025;;"=""37974""";"=""1""";;;;;;;;1;33,00;33,00;0,06;651,35;37,71;37,71;1,14;5,79;32,92;12,00;3,95;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Amadeu Silva - Distribuição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | CURITIBA | 0003-80;Curitiba;PR;Rua Rockefeller, 805;Reboucas;"=""80230130""";;;03/11/2025 13:16;06/11/2025 23:59;Frete normal;83687/262520;"=""35251160960473000243570030000836871381003409""";"=""83687""";"=""3""";03/11/2025;;"=""5695""";"=""1""";;;"=""70766""";;;;;11;577,06;577,06;0,94;44.915,28;516,48;516,48;0,90;1,15;516,48;12,00;61,98;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Marcelo Andrade - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | CAJAMAR | 0076-36;Cajamar;SP;FRIGELAR | OSASCO | 0002-08;Osasco;SP;Rua Arinos, 251;Parque Industrial Anhanguera;"=""06276032""";;;03/11/2025 13:18;05/11/2025 23:59;Frete normal;83688/262521;"=""35251160960473000243570030000836881517516590""";"=""83688""";"=""3""";03/11/2025;;5671, 5684, 5686, 5716;"=""4""";;;"=""70766""";;;;;68;2.924,96;2.924,96;6,80;87.066,93;1.384,59;1.384,59;0,47;1,59;1.384,59;12,00;166,15;0,00;0,00;FRIGELAR;FECHADO - FTL;;Marcelo Andrade - Expedição (SPO)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;HB FULLER CWB;HB FULLER CWB;Curitiba;PR;PLASTIBOM - EMBALAGENS PLASTICAS BOM DESPACHO LTDA;Curitiba;PR;RODOVIA BR 116, KM 115;CAMPO DE SANTANA - CURITIBA/PR;"=""81690500""";;ALFA TRANSPORTES EIRELI - 8216;03/11/2025 13:31;04/11/2025 23:59;Frete normal;864/262522;;;;;2025-11-03;"=""23965""";"=""1""";2.733;;"=""70851""";;;;;1;1.156,00;1.156,00;0,00;37.551,50;520,20;520,20;0,45;1,39;547,58;5,00;27,38;0,00;0,00;HB FULLER CWB - FRACIONADA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;KEMIRA - TELEMACO BORBA II;KEMIRA - TELEMACO BORBA II;Telêmaco Borba;PR;KLABIN SA;Telêmaco Borba;PR;FAZ MONTE ALEGRE,, SN;HARMONIA;"=""84275000""";;;03/11/2025 13:33;03/11/2025 23:59;Frete normal;1598/262523;;;;;2025-11-03;"=""6999""";"=""1""";"=""5500005285""";;"=""71026""";;;;;26;26.494,00;26.494,00;0,00;78.892,07;2.210,88;2.210,88;0,08;2,80;2.327,24;5,00;116,36;0,00;0,00;KEMIRA - CARRETA;FECHADO - FTL;;Ana Izidoro - SAC (CAS)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TRANSLOG 360 TRANSPORTE E LOGISTICA LTDA;WJL;São Paulo;SP;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;Valinhos;SP;AV DOS ESPORTES, 649;BELA VISTA;"=""13270210""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 13:46;05/11/2025 23:59;Frete normal;83689/262524;"=""35251160960473000243570030000836891518314522""";"=""83689""";"=""3""";03/11/2025;;"=""13409""";"=""1""";;;;;;;;2;24,00;24,00;0,05;596,00;59,18;59,18;2,47;9,93;59,18;0,00;0,00;0,00;0,00;TRANSLOG 360;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;RICARDO MOREIRA DA SILVA;LC CALDEIRARIA;Suzano;SP;RICARDO MOREIRA DA SILVA;Niterói;RJ;Avenida Jornalista Alberto Francisco Torres, 99;Icaraí;"=""24230000""";;;03/11/2025 13:57;05/11/2025 23:59;Frete normal;83690/262525;"=""35251160960473000243570030000836901790399606""";"=""83690""";"=""3""";03/11/2025;;"=""95""";"=""1""";;"=""82262""";"=""70955""";;;;;1;412,50;250,00;1,38;14.000,00;900,00;900,00;2,18;6,43;900,00;12,00;108,00;0,00;0,00;PADRÃO;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0011-90;FRIGELAR | EXTREMA | 0011-90;Extrema;MG;AMICI ALIMENTOS & BEBIDAS EM GERAL LTDA;Cabreúva;SP;R MINAS GERAIS, 161;JACARE;"=""13318096""";;;03/11/2025 14:04;06/11/2025 23:59;Frete normal;1306/262526;"=""35251160960473000243570040000013061019527260""";"=""1306""";"=""4""";03/11/2025;;"=""691546""";"=""1""";;;"=""71055""";;;;;2;611,42;209,90;2,45;11.450,05;446,50;446,50;0,73;3,90;446,50;0,00;0,00;0,00;0,00;FRIGELAR - EXTREMA-MG;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
NHB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CACHOEIRINHA | 0014-33;Cachoeirinha;RS;BEGEL;São Paulo;SP;AV FORTE DO LEME, 780;PARQUE SAO LOURENCO;"=""08340010""";;;03/11/2025 14:04;10/11/2025 23:59;Frete normal;3023/262529;"=""43251160960473001568570030000030231904151676""";"=""3023""";"=""3""";03/11/2025;;"=""994254""";"=""1""";;;"=""71190""";;;;;5;841,94;276,10;3,37;24.301,29;679,91;679,91;0,81;2,80;679,91;12,00;81,59;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Ednei - Gerente (NHB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0011-90;FRIGELAR | EXTREMA | 0011-90;Extrema;MG;JOSE LUCIO GLOMB;Araucária;PR;AVENIDA CENTENARIO, 1185;BARIGUI;"=""83707615""";;;03/11/2025 14:06;06/11/2025 23:59;Frete normal;1307/262527;"=""35251160960473000243570040000013071981323596""";"=""1307""";"=""4""";03/11/2025;;"=""691267""";"=""1""";;;"=""71055""";;;;;2;374,81;182,80;1,50;9.507,08;332,41;332,41;0,89;3,50;332,41;0,00;0,00;0,00;0,00;FRIGELAR - EXTREMA-MG;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0011-90;FRIGELAR | EXTREMA | 0011-90;Extrema;MG;Henrique Schwartz;Cajamar;SP;Rua dos Eucaliptos, 417;Portais Polvilho;"=""07791025""";;;03/11/2025 14:09;05/11/2025 23:59;Frete normal;1308/262528;"=""35251160960473000243570040000013081980086938""";"=""1308""";"=""4""";03/11/2025;;"=""691412""";"=""1""";;;"=""71055""";;;;;9;563,79;276,00;2,26;25.842,21;454,01;454,01;0,81;1,76;454,01;0,00;0,00;0,00;0,00;FRIGELAR - EXTREMA-MG;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
NHB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CACHOEIRINHA | 0014-33;FRIGELAR | CACHOEIRINHA | 0014-33;Cachoeirinha;RS;B.S.S. COMERCIO E ASSISTENCIA TECNICA LTDA;São Paulo;SP;AVENIDA GENERAL ATALIBA LEONEL, 367;SANTANA;"=""02033000""";;;03/11/2025 14:09;10/11/2025 23:59;Frete normal;3024/262541;"=""43251160960473001568570030000030241231940877""";"=""3024""";"=""3""";03/11/2025;;"=""994286""";"=""1""";;;"=""71190""";;;;;5;1.246,86;108,40;4,99;10.022,36;827,76;827,76;0,66;8,26;827,76;12,00;99,33;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Ednei - Gerente (NHB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;EXPRESSO BOM SUCESSO LTDA;PAUMAR;Guaramirim;SC;GLAB SOLUCOES;Rio de Janeiro;RJ;AVENIDA SALVADOR ALLENDE, 6700;RECREIO DOS BANDEIRANTES;"=""22790714""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 14:11;05/11/2025 23:59;Frete normal;1310/262531;"=""35251160960473000243570040000013101779935425""";"=""1310""";"=""4""";03/11/2025;;"=""832124""";"=""1""";;;;;;;;8;105,38;105,38;0,14;6.040,25;157,84;157,84;1,50;2,61;157,84;0,00;0,00;0,00;0,00;EXPRESSO BOM SUCESSO;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | EXTREMA | 0011-90;FRIGELAR | EXTREMA | 0011-90;Extrema;MG;SEQ20 EMPREENDIMENTOS IMOBILIARIOS LTDA.;São Paulo;SP;Rua Mourato Coelho, 620;Pinheiros;"=""05417000""";;;03/11/2025 14:14;05/11/2025 23:59;Frete normal;1309/262530;"=""35251160960473000243570040000013091607413950""";"=""1309""";"=""4""";03/11/2025;;"=""691535""";"=""1""";;;"=""71055""";;;;;3;146,68;92,00;0,59;6.392,58;187,75;187,75;1,28;2,94;187,75;0,00;0,00;0,00;0,00;FRIGELAR - EXTREMA-MG;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
